date,location,count,sky_cov,air_temp_daymean_month_mean,air_temp_daymax_month_mean,air_temp_daymin_month_mean,air_temp_daymax_month_max,air_temp_daymin_month_min,wind_speed_month_mean,wind_speed_daymax_month_max,sunshine_duration,precipitation_month_sum,precipitation_daymax_month_max
2019-01-01,A.-Schütte-Allee,17848,6.66,2.41,4.74,-0.26,2.84,8.8,22.8,-10.7,38.3,101.8,22.3
2019-02-01,A.-Schütte-Allee,30405,4.79,6.4,12.0,1.12,2.54,21.0,18.7,-3.5,127.5,30.0,12.3
2019-03-01,A.-Schütte-Allee,28158,5.62,7.99,12.67,2.99,3.06,20.4,28.8,-2.8,98.7,74.7,18.2
2019-04-01,A.-Schütte-Allee,47935,4.56,11.33,17.31,4.6,2.53,25.9,19.5,-2.3,197.0,50.1,21.4
2019-05-01,A.-Schütte-Allee,51331,5.37,11.78,17.09,6.07,2.32,24.3,16.5,-1.8,165.7,71.2,10.6
2019-06-01,A.-Schütte-Allee,81927,3.85,20.51,27.11,13.09,2.4,36.2,26.1,7.3,310.1,38.5,8.8
2019-07-01,A.-Schütte-Allee,79736,4.95,19.76,26.38,12.84,2.23,40.3,14.6,4.4,218.8,32.9,11.9
2019-08-01,A.-Schütte-Allee,75885,4.35,19.66,26.42,13.0,2.26,33.2,17.7,7.3,229.2,83.0,17.2
2019-09-01,A.-Schütte-Allee,61122,5.15,14.84,20.62,8.96,2.33,27.1,19.0,2.4,143.0,40.0,8.6
2019-10-01,A.-Schütte-Allee,40818,5.95,11.94,15.8,8.37,2.55,24.6,18.0,-2.9,76.5,107.0,17.5
2019-11-01,A.-Schütte-Allee,30831,6.1,6.2,9.4,2.62,2.53,16.0,13.5,-3.3,44.3,78.5,20.4
2019-12-01,A.-Schütte-Allee,23978,5.88,5.64,8.42,2.57,2.65,16.0,19.2,-4.2,50.7,74.8,11.5
2019-01-01,Vorgebirgspark,12813,6.66,2.41,4.74,-0.26,2.84,8.8,22.8,-10.7,38.3,101.8,22.3
2019-02-01,Vorgebirgspark,17223,4.79,6.4,12.0,1.12,2.54,21.0,18.7,-3.5,127.5,30.0,12.3
2019-03-01,Vorgebirgspark,17666,5.62,7.99,12.67,2.99,3.06,20.4,28.8,-2.8,98.7,74.7,18.2
2019-04-01,Vorgebirgspark,23282,4.56,11.33,17.31,4.6,2.53,25.9,19.5,-2.3,197.0,50.1,21.4
2019-05-01,Vorgebirgspark,25689,5.37,11.78,17.09,6.07,2.32,24.3,16.5,-1.8,165.7,71.2,10.6
2019-06-01,Vorgebirgspark,33683,3.85,20.51,27.11,13.09,2.4,36.2,26.1,7.3,310.1,38.5,8.8
2019-07-01,Vorgebirgspark,31530,4.95,19.76,26.38,12.84,2.23,40.3,14.6,4.4,218.8,32.9,11.9
2019-08-01,Vorgebirgspark,27673,4.35,19.66,26.42,13.0,2.26,33.2,17.7,7.3,229.2,83.0,17.2
2019-09-01,Vorgebirgspark,27356,5.15,14.84,20.62,8.96,2.33,27.1,19.0,2.4,143.0,40.0,8.6
2019-10-01,Vorgebirgspark,21536,5.95,11.94,15.8,8.37,2.55,24.6,18.0,-2.9,76.5,107.0,17.5
2019-11-01,Vorgebirgspark,18734,6.1,6.2,9.4,2.62,2.53,16.0,13.5,-3.3,44.3,78.5,20.4
2019-12-01,Vorgebirgspark,14018,5.88,5.64,8.42,2.57,2.65,16.0,19.2,-4.2,50.7,74.8,11.5
2019-01-01,A.-Silbermann-Weg,58207,6.66,2.41,4.74,-0.26,2.84,8.8,22.8,-10.7,38.3,101.8,22.3
2019-02-01,A.-Silbermann-Weg,69973,4.79,6.4,12.0,1.12,2.54,21.0,18.7,-3.5,127.5,30.0,12.3
2019-03-01,A.-Silbermann-Weg,69098,5.62,7.99,12.67,2.99,3.06,20.4,28.8,-2.8,98.7,74.7,18.2
2019-04-01,A.-Silbermann-Weg,109308,4.56,11.33,17.31,4.6,2.53,25.9,19.5,-2.3,197.0,50.1,21.4
2019-05-01,A.-Silbermann-Weg,115448,5.37,11.78,17.09,6.07,2.32,24.3,16.5,-1.8,165.7,71.2,10.6
2019-06-01,A.-Silbermann-Weg,132615,3.85,20.51,27.11,13.09,2.4,36.2,26.1,7.3,310.1,38.5,8.8
2019-07-01,A.-Silbermann-Weg,132594,4.95,19.76,26.38,12.84,2.23,40.3,14.6,4.4,218.8,32.9,11.9
2019-08-01,A.-Silbermann-Weg,109321,4.35,19.66,26.42,13.0,2.26,33.2,17.7,7.3,229.2,83.0,17.2
2019-09-01,A.-Silbermann-Weg,107214,5.15,14.84,20.62,8.96,2.33,27.1,19.0,2.4,143.0,40.0,8.6
2019-10-01,A.-Silbermann-Weg,92953,5.95,11.94,15.8,8.37,2.55,24.6,18.0,-2.9,76.5,107.0,17.5
2019-11-01,A.-Silbermann-Weg,77681,6.1,6.2,9.4,2.62,2.53,16.0,13.5,-3.3,44.3,78.5,20.4
2019-12-01,A.-Silbermann-Weg,59565,5.88,5.64,8.42,2.57,2.65,16.0,19.2,-4.2,50.7,74.8,11.5
2019-01-01,Stadtwald,33266,6.66,2.41,4.74,-0.26,2.84,8.8,22.8,-10.7,38.3,101.8,22.3
2019-02-01,Stadtwald,48211,4.79,6.4,12.0,1.12,2.54,21.0,18.7,-3.5,127.5,30.0,12.3
2019-03-01,Stadtwald,47574,5.62,7.99,12.67,2.99,3.06,20.4,28.8,-2.8,98.7,74.7,18.2
2019-04-01,Stadtwald,72270,4.56,11.33,17.31,4.6,2.53,25.9,19.5,-2.3,197.0,50.1,21.4
2019-05-01,Stadtwald,79960,5.37,11.78,17.09,6.07,2.32,24.3,16.5,-1.8,165.7,71.2,10.6
2019-06-01,Stadtwald,106302,3.85,20.51,27.11,13.09,2.4,36.2,26.1,7.3,310.1,38.5,8.8
2019-07-01,Stadtwald,96157,4.95,19.76,26.38,12.84,2.23,40.3,14.6,4.4,218.8,32.9,11.9
2019-08-01,Stadtwald,81882,4.35,19.66,26.42,13.0,2.26,33.2,17.7,7.3,229.2,83.0,17.2
2019-09-01,Stadtwald,82937,5.15,14.84,20.62,8.96,2.33,27.1,19.0,2.4,143.0,40.0,8.6
2019-10-01,Stadtwald,58888,5.95,11.94,15.8,8.37,2.55,24.6,18.0,-2.9,76.5,107.0,17.5
2019-11-01,Stadtwald,50782,6.1,6.2,9.4,2.62,2.53,16.0,13.5,-3.3,44.3,78.5,20.4
2019-12-01,Stadtwald,37378,5.88,5.64,8.42,2.57,2.65,16.0,19.2,-4.2,50.7,74.8,11.5
2019-01-01,Niederländer Ufer,24636,6.66,2.41,4.74,-0.26,2.84,8.8,22.8,-10.7,38.3,101.8,22.3
2019-02-01,Niederländer Ufer,43383,4.79,6.4,12.0,1.12,2.54,21.0,18.7,-3.5,127.5,30.0,12.3
2019-03-01,Niederländer Ufer,41581,5.62,7.99,12.67,2.99,3.06,20.4,28.8,-2.8,98.7,74.7,18.2
2019-04-01,Niederländer Ufer,68550,4.56,11.33,17.31,4.6,2.53,25.9,19.5,-2.3,197.0,50.1,21.4
2019-05-01,Niederländer Ufer,70067,5.37,11.78,17.09,6.07,2.32,24.3,16.5,-1.8,165.7,71.2,10.6
2019-06-01,Niederländer Ufer,104832,3.85,20.51,27.11,13.09,2.4,36.2,26.1,7.3,310.1,38.5,8.8
2019-07-01,Niederländer Ufer,98890,4.95,19.76,26.38,12.84,2.23,40.3,14.6,4.4,218.8,32.9,11.9
2019-08-01,Niederländer Ufer,89259,4.35,19.66,26.42,13.0,2.26,33.2,17.7,7.3,229.2,83.0,17.2
2019-09-01,Niederländer Ufer,70959,5.15,14.84,20.62,8.96,2.33,27.1,19.0,2.4,143.0,40.0,8.6
2019-10-01,Niederländer Ufer,50018,5.95,11.94,15.8,8.37,2.55,24.6,18.0,-2.9,76.5,107.0,17.5
2019-11-01,Niederländer Ufer,39036,6.1,6.2,9.4,2.62,2.53,16.0,13.5,-3.3,44.3,78.5,20.4
2019-12-01,Niederländer Ufer,30589,5.88,5.64,8.42,2.57,2.65,16.0,19.2,-4.2,50.7,74.8,11.5
2018-01-01,Deutzer Brücke,76412,7.03,5.95,8.4,3.25,2.87,13.9,31.9,-0.1,25.9,78.4,12.9
2018-02-01,Deutzer Brücke,58196,3.83,-0.07,3.95,-3.85,2.68,8.3,15.8,-9.5,136.5,18.2,4.0
2018-03-01,Deutzer Brücke,80763,6.23,5.0,9.47,0.65,2.84,16.1,19.4,-7.3,105.7,69.7,11.5
2018-04-01,Deutzer Brücke,148634,5.12,13.58,19.57,6.55,2.47,28.3,18.7,-0.9,176.5,52.2,13.4
2018-05-01,Deutzer Brücke,166417,4.18,16.9,23.42,9.08,2.32,30.6,15.6,0.6,273.5,56.2,17.6
2018-06-01,Deutzer Brücke,164822,4.84,18.44,23.69,12.88,2.23,30.0,18.0,6.4,200.0,78.2,29.3
2018-07-01,Deutzer Brücke,190938,3.35,21.7,29.17,13.57,2.13,36.3,16.8,8.4,297.7,32.8,14.7
2018-08-01,Deutzer Brücke,161976,4.4,20.31,27.17,13.09,2.35,38.3,18.9,5.2,246.8,45.2,14.0
2018-09-01,Deutzer Brücke,150767,4.35,15.36,22.34,8.62,2.23,33.1,20.1,-0.3,191.1,43.4,19.6
2018-10-01,Deutzer Brücke,138052,4.76,12.01,17.58,6.41,2.42,26.7,15.3,0.4,145.7,26.5,6.9
2018-11-01,Deutzer Brücke,104578,5.51,7.31,10.95,3.51,2.57,19.2,16.5,-4.3,74.5,25.0,9.7
2018-12-01,Deutzer Brücke,70963,6.49,5.64,8.47,2.61,2.68,15.0,18.9,-4.9,34.0,101.9,15.7
2018-01-01,Hohenzollernbrücke,50021,7.03,5.95,8.4,3.25,2.87,13.9,31.9,-0.1,25.9,78.4,12.9
2018-02-01,Hohenzollernbrücke,38502,3.83,-0.07,3.95,-3.85,2.68,8.3,15.8,-9.5,136.5,18.2,4.0
2018-03-01,Hohenzollernbrücke,50827,6.23,5.0,9.47,0.65,2.84,16.1,19.4,-7.3,105.7,69.7,11.5
2018-04-01,Hohenzollernbrücke,79064,5.12,13.58,19.57,6.55,2.47,28.3,18.7,-0.9,176.5,52.2,13.4
2018-05-01,Hohenzollernbrücke,86302,4.18,16.9,23.42,9.08,2.32,30.6,15.6,0.6,273.5,56.2,17.6
2018-06-01,Hohenzollernbrücke,89479,4.84,18.44,23.69,12.88,2.23,30.0,18.0,6.4,200.0,78.2,29.3
2018-07-01,Hohenzollernbrücke,98611,3.35,21.7,29.17,13.57,2.13,36.3,16.8,8.4,297.7,32.8,14.7
2018-08-01,Hohenzollernbrücke,86313,4.4,20.31,27.17,13.09,2.35,38.3,18.9,5.2,246.8,45.2,14.0
2018-09-01,Hohenzollernbrücke,87128,4.35,15.36,22.34,8.62,2.23,33.1,20.1,-0.3,191.1,43.4,19.6
2018-10-01,Hohenzollernbrücke,81110,4.76,12.01,17.58,6.41,2.42,26.7,15.3,0.4,145.7,26.5,6.9
2018-11-01,Hohenzollernbrücke,66725,5.51,7.31,10.95,3.51,2.57,19.2,16.5,-4.3,74.5,25.0,9.7
2018-12-01,Hohenzollernbrücke,42090,6.49,5.64,8.47,2.61,2.68,15.0,18.9,-4.9,34.0,101.9,15.7
2018-01-01,Neumarkt,85504,7.03,5.95,8.4,3.25,2.87,13.9,31.9,-0.1,25.9,78.4,12.9
2018-02-01,Neumarkt,65779,3.83,-0.07,3.95,-3.85,2.68,8.3,15.8,-9.5,136.5,18.2,4.0
2018-03-01,Neumarkt,87755,6.23,5.0,9.47,0.65,2.84,16.1,19.4,-7.3,105.7,69.7,11.5
2018-04-01,Neumarkt,148421,5.12,13.58,19.57,6.55,2.47,28.3,18.7,-0.9,176.5,52.2,13.4
2018-05-01,Neumarkt,167093,4.18,16.9,23.42,9.08,2.32,30.6,15.6,0.6,273.5,56.2,17.6
2018-06-01,Neumarkt,161787,4.84,18.44,23.69,12.88,2.23,30.0,18.0,6.4,200.0,78.2,29.3
2018-07-01,Neumarkt,180602,3.35,21.7,29.17,13.57,2.13,36.3,16.8,8.4,297.7,32.8,14.7
2018-08-01,Neumarkt,158705,4.4,20.31,27.17,13.09,2.35,38.3,18.9,5.2,246.8,45.2,14.0
2018-09-01,Neumarkt,150835,4.35,15.36,22.34,8.62,2.23,33.1,20.1,-0.3,191.1,43.4,19.6
2018-10-01,Neumarkt,141434,4.76,12.01,17.58,6.41,2.42,26.7,15.3,0.4,145.7,26.5,6.9
2018-11-01,Neumarkt,117888,5.51,7.31,10.95,3.51,2.57,19.2,16.5,-4.3,74.5,25.0,9.7
2018-12-01,Neumarkt,91582,6.49,5.64,8.47,2.61,2.68,15.0,18.9,-4.9,34.0,101.9,15.7
2018-01-01,Zülpicher Straße,106001,7.03,5.95,8.4,3.25,2.87,13.9,31.9,-0.1,25.9,78.4,12.9
2018-02-01,Zülpicher Straße,75472,3.83,-0.07,3.95,-3.85,2.68,8.3,15.8,-9.5,136.5,18.2,4.0
2018-03-01,Zülpicher Straße,96248,6.23,5.0,9.47,0.65,2.84,16.1,19.4,-7.3,105.7,69.7,11.5
2018-04-01,Zülpicher Straße,150890,5.12,13.58,19.57,6.55,2.47,28.3,18.7,-0.9,176.5,52.2,13.4
2018-05-01,Zülpicher Straße,165579,4.18,16.9,23.42,9.08,2.32,30.6,15.6,0.6,273.5,56.2,17.6
2018-06-01,Zülpicher Straße,168165,4.84,18.44,23.69,12.88,2.23,30.0,18.0,6.4,200.0,78.2,29.3
2018-07-01,Zülpicher Straße,127358,3.35,21.7,29.17,13.57,2.13,36.3,16.8,8.4,297.7,32.8,14.7
2018-08-01,Zülpicher Straße,90879,4.4,20.31,27.17,13.09,2.35,38.3,18.9,5.2,246.8,45.2,14.0
2018-09-01,Zülpicher Straße,84223,4.35,15.36,22.34,8.62,2.23,33.1,20.1,-0.3,191.1,43.4,19.6
2018-10-01,Zülpicher Straße,90930,4.76,12.01,17.58,6.41,2.42,26.7,15.3,0.4,145.7,26.5,6.9
2018-11-01,Zülpicher Straße,69890,5.51,7.31,10.95,3.51,2.57,19.2,16.5,-4.3,74.5,25.0,9.7
2018-12-01,Zülpicher Straße,52754,6.49,5.64,8.47,2.61,2.68,15.0,18.9,-4.9,34.0,101.9,15.7
2018-01-01,Bonner Straße,60630,7.03,5.95,8.4,3.25,2.87,13.9,31.9,-0.1,25.9,78.4,12.9
2018-02-01,Bonner Straße,47807,3.83,-0.07,3.95,-3.85,2.68,8.3,15.8,-9.5,136.5,18.2,4.0
2018-03-01,Bonner Straße,59092,6.23,5.0,9.47,0.65,2.84,16.1,19.4,-7.3,105.7,69.7,11.5
2018-04-01,Bonner Straße,84457,5.12,13.58,19.57,6.55,2.47,28.3,18.7,-0.9,176.5,52.2,13.4
2018-05-01,Bonner Straße,96882,4.18,16.9,23.42,9.08,2.32,30.6,15.6,0.6,273.5,56.2,17.6
2018-06-01,Bonner Straße,92499,4.84,18.44,23.69,12.88,2.23,30.0,18.0,6.4,200.0,78.2,29.3
2018-07-01,Bonner Straße,107030,3.35,21.7,29.17,13.57,2.13,36.3,16.8,8.4,297.7,32.8,14.7
2018-08-01,Bonner Straße,96481,4.4,20.31,27.17,13.09,2.35,38.3,18.9,5.2,246.8,45.2,14.0
2018-09-01,Bonner Straße,93619,4.35,15.36,22.34,8.62,2.23,33.1,20.1,-0.3,191.1,43.4,19.6
2018-10-01,Bonner Straße,88026,4.76,12.01,17.58,6.41,2.42,26.7,15.3,0.4,145.7,26.5,6.9
2018-11-01,Bonner Straße,76149,5.51,7.31,10.95,3.51,2.57,19.2,16.5,-4.3,74.5,25.0,9.7
2018-12-01,Bonner Straße,60177,6.49,5.64,8.47,2.61,2.68,15.0,18.9,-4.9,34.0,101.9,15.7
2018-01-01,Venloer Straße,111149,7.03,5.95,8.4,3.25,2.87,13.9,31.9,-0.1,25.9,78.4,12.9
2018-02-01,Venloer Straße,86559,3.83,-0.07,3.95,-3.85,2.68,8.3,15.8,-9.5,136.5,18.2,4.0
2018-03-01,Venloer Straße,112563,6.23,5.0,9.47,0.65,2.84,16.1,19.4,-7.3,105.7,69.7,11.5
2018-04-01,Venloer Straße,180975,5.12,13.58,19.57,6.55,2.47,28.3,18.7,-0.9,176.5,52.2,13.4
2018-05-01,Venloer Straße,204335,4.18,16.9,23.42,9.08,2.32,30.6,15.6,0.6,273.5,56.2,17.6
2018-06-01,Venloer Straße,203861,4.84,18.44,23.69,12.88,2.23,30.0,18.0,6.4,200.0,78.2,29.3
2018-07-01,Venloer Straße,222446,3.35,21.7,29.17,13.57,2.13,36.3,16.8,8.4,297.7,32.8,14.7
2018-08-01,Venloer Straße,189478,4.4,20.31,27.17,13.09,2.35,38.3,18.9,5.2,246.8,45.2,14.0
2018-09-01,Venloer Straße,183235,4.35,15.36,22.34,8.62,2.23,33.1,20.1,-0.3,191.1,43.4,19.6
2018-10-01,Venloer Straße,185389,4.76,12.01,17.58,6.41,2.42,26.7,15.3,0.4,145.7,26.5,6.9
2018-11-01,Venloer Straße,151433,5.51,7.31,10.95,3.51,2.57,19.2,16.5,-4.3,74.5,25.0,9.7
2018-12-01,Venloer Straße,113746,6.49,5.64,8.47,2.61,2.68,15.0,18.9,-4.9,34.0,101.9,15.7
2018-01-01,A.-Schütte-Allee,18467,7.03,5.95,8.4,3.25,2.87,13.9,31.9,-0.1,25.9,78.4,12.9
2018-02-01,A.-Schütte-Allee,17245,3.83,-0.07,3.95,-3.85,2.68,8.3,15.8,-9.5,136.5,18.2,4.0
2018-03-01,A.-Schütte-Allee,26391,6.23,5.0,9.47,0.65,2.84,16.1,19.4,-7.3,105.7,69.7,11.5
2018-04-01,A.-Schütte-Allee,60045,5.12,13.58,19.57,6.55,2.47,28.3,18.7,-0.9,176.5,52.2,13.4
2018-05-01,A.-Schütte-Allee,77572,4.18,16.9,23.42,9.08,2.32,30.6,15.6,0.6,273.5,56.2,17.6
2018-06-01,A.-Schütte-Allee,69320,4.84,18.44,23.69,12.88,2.23,30.0,18.0,6.4,200.0,78.2,29.3
2018-07-01,A.-Schütte-Allee,86477,3.35,21.7,29.17,13.57,2.13,36.3,16.8,8.4,297.7,32.8,14.7
2018-08-01,A.-Schütte-Allee,70957,4.4,20.31,27.17,13.09,2.35,38.3,18.9,5.2,246.8,45.2,14.0
2018-09-01,A.-Schütte-Allee,61012,4.35,15.36,22.34,8.62,2.23,33.1,20.1,-0.3,191.1,43.4,19.6
2018-10-01,A.-Schütte-Allee,49930,4.76,12.01,17.58,6.41,2.42,26.7,15.3,0.4,145.7,26.5,6.9
2018-11-01,A.-Schütte-Allee,31387,5.51,7.31,10.95,3.51,2.57,19.2,16.5,-4.3,74.5,25.0,9.7
2018-12-01,A.-Schütte-Allee,19525,6.49,5.64,8.47,2.61,2.68,15.0,18.9,-4.9,34.0,101.9,15.7
2018-01-01,Vorgebirgspark,13022,7.03,5.95,8.4,3.25,2.87,13.9,31.9,-0.1,25.9,78.4,12.9
2018-02-01,Vorgebirgspark,10749,3.83,-0.07,3.95,-3.85,2.68,8.3,15.8,-9.5,136.5,18.2,4.0
2018-03-01,Vorgebirgspark,13925,6.23,5.0,9.47,0.65,2.84,16.1,19.4,-7.3,105.7,69.7,11.5
2018-04-01,Vorgebirgspark,25137,5.12,13.58,19.57,6.55,2.47,28.3,18.7,-0.9,176.5,52.2,13.4
2018-05-01,Vorgebirgspark,29120,4.18,16.9,23.42,9.08,2.32,30.6,15.6,0.6,273.5,56.2,17.6
2018-06-01,Vorgebirgspark,29247,4.84,18.44,23.69,12.88,2.23,30.0,18.0,6.4,200.0,78.2,29.3
2018-07-01,Vorgebirgspark,32373,3.35,21.7,29.17,13.57,2.13,36.3,16.8,8.4,297.7,32.8,14.7
2018-08-01,Vorgebirgspark,25724,4.4,20.31,27.17,13.09,2.35,38.3,18.9,5.2,246.8,45.2,14.0
2018-09-01,Vorgebirgspark,26358,4.35,15.36,22.34,8.62,2.23,33.1,20.1,-0.3,191.1,43.4,19.6
2018-10-01,Vorgebirgspark,23552,4.76,12.01,17.58,6.41,2.42,26.7,15.3,0.4,145.7,26.5,6.9
2018-11-01,Vorgebirgspark,19119,5.51,7.31,10.95,3.51,2.57,19.2,16.5,-4.3,74.5,25.0,9.7
2018-12-01,Vorgebirgspark,12508,6.49,5.64,8.47,2.61,2.68,15.0,18.9,-4.9,34.0,101.9,15.7
2018-01-01,A.-Silbermann-Weg,62268,7.03,5.95,8.4,3.25,2.87,13.9,31.9,-0.1,25.9,78.4,12.9
2018-02-01,A.-Silbermann-Weg,46861,3.83,-0.07,3.95,-3.85,2.68,8.3,15.8,-9.5,136.5,18.2,4.0
2018-03-01,A.-Silbermann-Weg,58023,6.23,5.0,9.47,0.65,2.84,16.1,19.4,-7.3,105.7,69.7,11.5
2018-04-01,A.-Silbermann-Weg,116584,5.12,13.58,19.57,6.55,2.47,28.3,18.7,-0.9,176.5,52.2,13.4
2018-05-01,A.-Silbermann-Weg,129756,4.18,16.9,23.42,9.08,2.32,30.6,15.6,0.6,273.5,56.2,17.6
2018-06-01,A.-Silbermann-Weg,130764,4.84,18.44,23.69,12.88,2.23,30.0,18.0,6.4,200.0,78.2,29.3
2018-07-01,A.-Silbermann-Weg,138730,3.35,21.7,29.17,13.57,2.13,36.3,16.8,8.4,297.7,32.8,14.7
2018-08-01,A.-Silbermann-Weg,106172,4.4,20.31,27.17,13.09,2.35,38.3,18.9,5.2,246.8,45.2,14.0
2018-09-01,A.-Silbermann-Weg,103837,4.35,15.36,22.34,8.62,2.23,33.1,20.1,-0.3,191.1,43.4,19.6
2018-10-01,A.-Silbermann-Weg,112808,4.76,12.01,17.58,6.41,2.42,26.7,15.3,0.4,145.7,26.5,6.9
2018-11-01,A.-Silbermann-Weg,89531,5.51,7.31,10.95,3.51,2.57,19.2,16.5,-4.3,74.5,25.0,9.7
2018-12-01,A.-Silbermann-Weg,57452,6.49,5.64,8.47,2.61,2.68,15.0,18.9,-4.9,34.0,101.9,15.7
2018-01-01,Stadtwald,35475,7.03,5.95,8.4,3.25,2.87,13.9,31.9,-0.1,25.9,78.4,12.9
2018-02-01,Stadtwald,27605,3.83,-0.07,3.95,-3.85,2.68,8.3,15.8,-9.5,136.5,18.2,4.0
2018-03-01,Stadtwald,38231,6.23,5.0,9.47,0.65,2.84,16.1,19.4,-7.3,105.7,69.7,11.5
2018-04-01,Stadtwald,81942,5.12,13.58,19.57,6.55,2.47,28.3,18.7,-0.9,176.5,52.2,13.4
2018-05-01,Stadtwald,95611,4.18,16.9,23.42,9.08,2.32,30.6,15.6,0.6,273.5,56.2,17.6
2018-06-01,Stadtwald,100898,4.84,18.44,23.69,12.88,2.23,30.0,18.0,6.4,200.0,78.2,29.3
2018-07-01,Stadtwald,108215,3.35,21.7,29.17,13.57,2.13,36.3,16.8,8.4,297.7,32.8,14.7
2018-08-01,Stadtwald,79543,4.4,20.31,27.17,13.09,2.35,38.3,18.9,5.2,246.8,45.2,14.0
2018-09-01,Stadtwald,82839,4.35,15.36,22.34,8.62,2.23,33.1,20.1,-0.3,191.1,43.4,19.6
2018-10-01,Stadtwald,72243,4.76,12.01,17.58,6.41,2.42,26.7,15.3,0.4,145.7,26.5,6.9
2018-11-01,Stadtwald,57774,5.51,7.31,10.95,3.51,2.57,19.2,16.5,-4.3,74.5,25.0,9.7
2018-12-01,Stadtwald,37462,6.49,5.64,8.47,2.61,2.68,15.0,18.9,-4.9,34.0,101.9,15.7
2018-01-01,Niederländer Ufer,31617,7.03,5.95,8.4,3.25,2.87,13.9,31.9,-0.1,25.9,78.4,12.9
2018-02-01,Niederländer Ufer,23587,3.83,-0.07,3.95,-3.85,2.68,8.3,15.8,-9.5,136.5,18.2,4.0
2018-03-01,Niederländer Ufer,36091,6.23,5.0,9.47,0.65,2.84,16.1,19.4,-7.3,105.7,69.7,11.5
2018-04-01,Niederländer Ufer,81362,5.12,13.58,19.57,6.55,2.47,28.3,18.7,-0.9,176.5,52.2,13.4
2018-05-01,Niederländer Ufer,101128,4.18,16.9,23.42,9.08,2.32,30.6,15.6,0.6,273.5,56.2,17.6
2018-06-01,Niederländer Ufer,88406,4.84,18.44,23.69,12.88,2.23,30.0,18.0,6.4,200.0,78.2,29.3
2018-07-01,Niederländer Ufer,113047,3.35,21.7,29.17,13.57,2.13,36.3,16.8,8.4,297.7,32.8,14.7
2018-08-01,Niederländer Ufer,88962,4.4,20.31,27.17,13.09,2.35,38.3,18.9,5.2,246.8,45.2,14.0
2018-09-01,Niederländer Ufer,77068,4.35,15.36,22.34,8.62,2.23,33.1,20.1,-0.3,191.1,43.4,19.6
2018-10-01,Niederländer Ufer,65139,4.76,12.01,17.58,6.41,2.42,26.7,15.3,0.4,145.7,26.5,6.9
2018-11-01,Niederländer Ufer,42859,5.51,7.31,10.95,3.51,2.57,19.2,16.5,-4.3,74.5,25.0,9.7
2018-12-01,Niederländer Ufer,26124,6.49,5.64,8.47,2.61,2.68,15.0,18.9,-4.9,34.0,101.9,15.7
2018-06-01,Vorgebirgswall,113297,4.84,18.44,23.69,12.88,2.23,30.0,18.0,6.4,200.0,78.2,29.3
2018-07-01,Vorgebirgswall,122605,3.35,21.7,29.17,13.57,2.13,36.3,16.8,8.4,297.7,32.8,14.7
2018-08-01,Vorgebirgswall,89892,4.4,20.31,27.17,13.09,2.35,38.3,18.9,5.2,246.8,45.2,14.0
2018-09-01,Vorgebirgswall,98370,4.35,15.36,22.34,8.62,2.23,33.1,20.1,-0.3,191.1,43.4,19.6
2018-10-01,Vorgebirgswall,97465,4.76,12.01,17.58,6.41,2.42,26.7,15.3,0.4,145.7,26.5,6.9
2018-11-01,Vorgebirgswall,79443,5.51,7.31,10.95,3.51,2.57,19.2,16.5,-4.3,74.5,25.0,9.7
2018-12-01,Vorgebirgswall,54619,6.49,5.64,8.47,2.61,2.68,15.0,18.9,-4.9,34.0,101.9,15.7
2017-01-01,Deutzer Brücke,52972,5.19,-0.13,3.32,-3.48,2.39,8.9,21.1,-11.3,78.7,46.2,10.8
2017-02-01,Deutzer Brücke,58747,6.15,5.76,9.05,2.28,2.68,16.4,23.0,-2.5,62.3,50.1,9.6
2017-03-01,Deutzer Brücke,109543,5.7,9.48,14.62,3.71,2.65,23.9,20.2,-3.1,150.5,63.8,21.2
2017-04-01,Deutzer Brücke,107352,4.93,8.47,14.07,1.78,2.43,23.6,15.8,-4.3,164.3,16.7,8.3
2017-05-01,Deutzer Brücke,152283,5.23,15.82,21.68,9.26,2.29,34.4,13.0,-1.4,227.5,39.8,8.1
2017-06-01,Deutzer Brücke,155558,5.0,19.44,25.81,12.7,2.5,36.7,19.4,8.1,208.3,45.0,12.4
2017-07-01,Deutzer Brücke,140955,5.71,19.31,25.1,13.6,2.39,33.2,26.1,6.6,183.3,142.8,32.8
2017-08-01,Deutzer Brücke,134020,5.51,18.26,23.29,12.98,2.03,29.4,14.7,7.6,162.2,147.5,29.6
2017-09-01,Deutzer Brücke,119262,5.52,13.96,18.86,9.29,2.23,23.9,17.8,5.2,122.5,82.1,16.7
2017-10-01,Deutzer Brücke,113261,5.6,12.88,16.66,9.1,2.55,22.7,22.6,2.2,85.7,47.3,15.3
2017-11-01,Deutzer Brücke,89103,6.59,6.54,9.56,3.13,2.27,15.6,15.4,-1.9,39.5,74.6,13.6
2017-12-01,Deutzer Brücke,58461,7.23,4.59,6.74,2.05,2.55,14.3,18.0,-3.5,9.2,86.8,13.3
2017-01-01,Hohenzollernbrücke,38958,5.19,-0.13,3.32,-3.48,2.39,8.9,21.1,-11.3,78.7,46.2,10.8
2017-02-01,Hohenzollernbrücke,40516,6.15,5.76,9.05,2.28,2.68,16.4,23.0,-2.5,62.3,50.1,9.6
2017-03-01,Hohenzollernbrücke,68231,5.7,9.48,14.62,3.71,2.65,23.9,20.2,-3.1,150.5,63.8,21.2
